step,cumulative_comfort_violation,cumulative_energy,max_overshoot,mean_temperature,temperature_rmse,total_overshoot
5,0.25745302591589103,19.560905510250056,0.0231,20.0031,0.049741,0.0231
10,0.25745302591589103,28.045722017806764,0.0,20.0058,0.051865,0.0
15,0.25745302591589103,42.92902548885932,0.0,20.0096,0.048215,0.0
20,0.25745302591589103,51.15611265906132,0.0,20.0296,0.053265,0.0
25,0.25745302591589103,66.68720410746766,0.0,20.0324,0.051765,0.0
30,0.25745302591589103,75.18370301994293,0.0,20.0513,0.052617,0.0
35,0.25745302591589103,90.17343383424377,0.0,20.0549,0.056506,0.0
40,0.25745302591589103,105.49157442102079,0.0,20.0742,0.04661,0.0
45,0.25745302591589103,114.22265614769168,0.0,20.0769,0.04599,0.0
50,0.2779304446635678,129.31253005753578,0.0,20.099,0.051748,0.0
55,0.3838068689406882,151.67534009393884,0.0213,20.1195,0.048902,0.0213
60,0.47045219286483575,173.24724850556507,0.0,20.1254,0.046089,0.0
65,0.47045219286483575,196.15511145243946,0.0,20.1622,0.045709,0.0
70,0.47045219286483575,213.21552904154376,0.0,20.1968,0.04887,0.0
75,0.8021258763391971,230.16137964307987,0.0796,20.2627,0.044413,0.0796
80,0.8796185658505707,254.74220796131797,0.0,20.3046,0.049718,0.0
85,1.1573924649558975,279.19639204814865,0.0,20.3765,0.047054,0.0
90,1.158328881975379,297.2040935202936,0.0,20.4343,0.050194,0.0
95,1.1764376395862068,321.64510294571863,0.0,20.4898,0.04854,0.0
100,1.2520466092838827,349.2774165465541,0.0,20.5655,0.050074,0.0
105,1.2520466092838827,379.87678907958076,0.0,20.5877,0.048591,0.0
110,1.2665365386829328,408.73646121580555,0.0,20.6254,0.048881,0.0
115,1.3364092153438398,432.8588793998064,0.0,20.6633,0.052855,0.0
120,1.4716700162848422,476.34697919514366,0.0,20.661,0.056658,0.0
125,1.475271639007166,510.3079804921663,0.0,20.7057,0.041267,0.0
130,1.6624121332587907,555.456074609765,0.0,20.7409,0.052981,0.0
135,2.123585666780722,594.2695755408523,0.0329,20.7814,0.049588,0.0329
140,2.3895895979970896,640.3273085873147,0.0,20.8144,0.054759,0.0
145,2.4020810135050397,677.3902959273951,0.0037,20.8535,0.043927,0.0037
150,2.459035627966024,717.692514896599,0.0,20.8737,0.049438,0.0
155,2.7650491024814037,761.6765188028935,0.0191,20.9129,0.055553,0.0191
160,2.865946464055694,800.4827807888831,0.0,20.917,0.044506,0.0
165,3.2579030731389484,869.1048810068374,0.0,20.9007,0.051921,0.0
170,3.460435419962262,911.007663723945,0.0249,20.9365,0.055101,0.0249
175,3.477563615130232,954.8315377508218,0.0,20.9185,0.051224,0.0
180,3.6432583452795106,1007.1051652734419,0.0,20.916,0.051391,0.0
185,3.686545291316736,1051.1753908936662,0.0,20.9272,0.047168,0.0
190,3.7516021623644256,1090.1188452693436,0.0,20.9156,0.050509,0.0
195,3.7516021623644256,1117.2932098760414,0.0,20.9193,0.045817,0.0
200,3.7516021623644256,1149.5648857496171,0.0,20.9069,0.041256,0.0
205,3.7516021623644256,1178.6531854605657,0.0,20.9242,0.045558,0.0
210,3.7516021623644256,1214.4658127024502,0.0,20.9168,0.047844,0.0
215,3.794585278871298,1248.5331822234473,0.0,20.9492,0.04919,0.0
220,3.794585278871298,1273.1002002815774,0.0,20.9494,0.040238,0.0
225,3.794585278871298,1311.0751778531894,0.0,20.952,0.052849,0.0
230,3.838471997707487,1343.7604745352255,0.0,20.9536,0.044061,0.0
235,3.9266049125012974,1373.2352733287387,0.0,20.9693,0.050843,0.0
240,3.9266049125012974,1405.445768141687,0.0,20.9724,0.053144,0.0
245,3.9266049125012974,1423.0745035536388,0.0,20.9798,0.046317,0.0
250,4.085153352077124,1460.2267520589419,0.0378,20.9768,0.049674,0.0378
255,4.085153352077124,1479.1829557378571,0.0,20.9984,0.04873,0.0
260,4.085153352077124,1506.6779661644855,0.0,20.9748,0.051694,0.0
265,4.085153352077124,1524.4779779728287,0.0,20.9956,0.052213,0.0
270,4.2130470125473,1548.5976845625887,0.0,21.0015,0.050545,0.0
275,4.387921287111544,1577.828235204265,0.043,21.0331,0.044009,0.043
280,4.438502066101424,1610.625283009417,0.0152,21.0211,0.047061,0.0152
285,4.690894958580324,1643.2236018301503,0.0,21.0221,0.054904,0.0
290,4.79836907899524,1672.244646968834,0.0322,21.0544,0.040246,0.0322
295,4.79836907899524,1709.9681649899935,0.0,21.0267,0.048512,0.0
300,4.802897941796368,1744.4524832218972,0.0014,21.0437,0.050586,0.0014
305,4.802897941796368,1771.8186373579506,0.0,21.0034,0.042853,0.0
310,4.8264668741610715,1791.9106007690107,0.0,21.0216,0.043467,0.0
315,4.8264668741610715,1814.5355766518453,0.0,21.0259,0.049617,0.0
320,4.8264668741610715,1838.6399157122528,0.0,21.0474,0.056326,0.0
325,4.8264668741610715,1856.777905702075,0.0,21.0502,0.053524,0.0
330,4.858398660353002,1879.3140550961102,0.0,21.0562,0.046607,0.0
335,4.908759578538854,1904.1293021783545,0.0,21.0734,0.048151,0.0
340,4.908759578538854,1928.4458154498711,0.0,21.0795,0.046146,0.0
345,4.947004838142598,1951.3592620736024,0.0,21.0675,0.049463,0.0
350,4.947004838142598,1980.5891778556754,0.0,21.0719,0.049482,0.0
355,4.947004838142598,1998.1765673039142,0.0,21.092,0.052532,0.0
360,4.947004838142598,2014.2652693470257,0.0,21.1021,0.048814,0.0
365,4.9706802695790255,2048.3274117119117,0.0,21.1221,0.054651,0.0
370,4.9706802695790255,2089.161963703279,0.0,21.1326,0.056061,0.0
375,5.014076859141218,2116.9827960268153,0.0,21.1115,0.046242,0.0
380,5.014076859141218,2146.3437856613655,0.0,21.1476,0.048782,0.0
385,5.041551376599832,2189.1202188438147,0.0,21.1065,0.049467,0.0
390,5.373555876343269,2221.9065750109157,0.0105,21.1562,0.041896,0.0105
395,5.373555876343269,2249.2407504604507,0.0,21.1515,0.050676,0.0
400,5.373555876343269,2292.033646741394,0.0,21.1559,0.051005,0.0
405,5.437782318216478,2323.3373175267807,0.0,21.1396,0.044529,0.0
410,5.437782318216478,2348.057701778525,0.0,21.158,0.053927,0.0
415,5.505377338473104,2383.7553460989893,0.0,21.1684,0.052055,0.0
420,5.63337628055404,2426.424990480916,0.0107,21.1736,0.045085,0.0107
425,5.63337628055404,2454.7918672628807,0.0,21.1516,0.049696,0.0
430,5.738293474251453,2497.3703613464604,0.0,21.1751,0.052705,0.0
435,5.738293474251453,2525.0221596045435,0.0,21.1861,0.054967,0.0
440,5.738293474251453,2562.9242279871764,0.0,21.1646,0.040824,0.0
445,5.738293474251453,2584.2241276063464,0.0,21.1989,0.052889,0.0
450,5.86868168479704,2629.031133457208,0.0,21.1873,0.047755,0.0
455,5.86868168479704,2659.317527265432,0.0,21.1846,0.044086,0.0
460,5.86868168479704,2682.021290778766,0.0,21.1782,0.048726,0.0
465,5.957909360389108,2700.0108828837906,0.0,21.1862,0.049486,0.0
470,6.1020704102050285,2727.548977898761,0.0196,21.2005,0.04806,0.0196
475,6.204943559244925,2757.921106383839,0.0,21.2077,0.059647,0.0
480,6.204943559244925,2786.147082299322,0.0,21.1701,0.057074,0.0
485,6.204943559244925,2811.3438060662224,0.0,21.1912,0.047599,0.0
490,6.314167825259497,2829.111130837813,0.0328,21.2163,0.041862,0.0328
